Country Code,Short Name,Table Name,Long Name,Region,Income Group,Other groups,GovernmentEffectiveness,Political StabilityNoViolence,VoiceandAccountability,Pop_female,Pop_male,Pop_total,Adolescent fertility %,Women justified in beating %,Energy pc,GDP pc,Human capital index,Statistical performance indicator,Freedom_Index,Economy_Index
RWA,Rwanda,Rwanda,Republic of Rwanda,Sub-Saharan Africa,Low income,HIPC,0.142190068215132,0.056129539757967,-1.12298147678375,5738479.7,5534044.3,11272524,3.97434,48.8,,1840.59661566384,0.376821593125661,65.3807291666667,0.485530554062873,0.0567933047237943
GNB,Guinea-Bissau,Guinea-Bissau,Republic of Guinea-Bissau,Sub-Saharan Africa,Low income,HIPC,-1.60502996444702,-0.539674532413483,-0.680979371070862,881335.4,836092.5,1717427.9,10.657196,41.8,,1838.73090144697,,37.1279166666667,0.33211061736696,0.00517937238964645
ETH,Ethiopia,Ethiopia,Federal Democratic Republic of Ethiopia,Sub-Saharan Africa,Low income,HIPC,-0.64501371383667,-1.46932957172394,-1.26528730392456,49830756.3,49782160.9,99612917.2,7.237554,65.7,490.067050009083,1727.96099223402,0.383961809873581,53.3865625,0.287754042760876,0.0673961349901459
TCD,Chad,Chad,Republic of Chad,Sub-Saharan Africa,Low income,HIPC,-1.50799701213837,-1.27542020082474,-1.38763480186462,6968438.8,6941151.1,13909589.9,16.977392,67.9,,1713.23816970815,0.294471603453159,32.5823958333334,0.221090268653292,0.00453937257441405
SLE,Sierra Leone,Sierra Leone,Republic of Sierra Leone,Sub-Saharan Africa,Low income,HIPC,-1.17317540645599,-0.0946699410676956,-0.184187677502632,3563408.8,3539104.3,7102513.1,12.009964,55.7,,1667.41598262887,0.3556627693971,50.1444791666667,0.445835713011146,0.0426509770300671
MDG,Madagascar,Madagascar,Republic of Madagascar,Sub-Saharan Africa,Low income,HIPC,-1.1777027130127,-0.368304514884949,-0.313091313838959,12021966.6,11950440.5,23972407.1,11.510974,45.2,,1565.65671939122,0.385034632444382,45.7266666666667,0.412744268609777,0.0605378207690355
LBR,Liberia,Liberia,Republic of Liberia,Sub-Saharan Africa,Low income,HIPC,-1.33858127593994,-0.418306905031204,-0.085101305693388,2201288.2,2215701.2,4416989.4,13.751154,39.75,,1528.04674627712,0.31852815357844,47.4954166666666,0.415167914450907,0.0186698933183738
TGO,Togo,Togo,Republic of Togo,Sub-Saharan Africa,Low income,HIPC,-1.07234175205231,-0.595061892271042,-0.666556859016418,3642352.1,3596367.1,7238719.2,9.035322,28.7,468.953145127168,1417.80089616213,0.408402602493763,57.7419791666667,0.373059612663773,0.0807301012482283
MOZ,Mozambique,Mozambique,Republic of Mozambique,Sub-Saharan Africa,Low income,HIPC,-0.839738082885742,-0.818995261192322,-0.415689158439636,13817432,12963722.6,26781154.6,15.387392,17.15,429.29153786377,1199.45024095865,0.359527895371119,54.1028125,0.396291098930245,0.0482379153188396
NER,Niger,Niger,Republic of Niger,Sub-Saharan Africa,Low income,HIPC,-0.711890864372253,-1.23854877948761,-0.439889118075371,9837400.7,9889101.8,19726502.5,19.326562,59.6,136.268674728464,1124.36415695204,0.316571548700333,55.8610416666666,0.37167696604573,0.0153850526977376
MWI,Malawi,Malawi,Republic of Malawi,Sub-Saharan Africa,Low income,HIPC,-0.705968701839447,-0.204682715982199,-0.0432418876327574,8393176.3,8148768.9,16541945.2,13.890124,13.9333333333333,,1015.15679702775,0.398780948102474,54.9814583333334,0.487978170970329,0.0663444234179846
BDI,Burundi,Burundi,Republic of Burundi,Sub-Saharan Africa,Low income,HIPC,-1.34267220497131,-1.82560105323791,-1.55383429527283,5071094.5,4973464.7,10044559.2,5.815776,67.35,,823.146874077673,0.374655233025551,52.4261458333333,0.177013132174251,0.0502468731870624
